envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
1	-3000	-3000	-3000	-3000	-3000	-3000	
2	-6000	-6000	-6000	-6000	-6000	-6000	
3	-9000	-9000	-9000	-9000	-9000	-9000	
4	-12000	-12000	-12000	-12000	-12000	-12000	
5	-15000	-15000	-15000	-15000	-15000	-15000	
6	6000	-18000	-18000	-18000	-18000	102000	
7	3000	-21000	-21000	-21000	-21000	99000	
8	0	-24000	-24000	-24000	-24000	96000	
9	45000	93000	-27000	93000	-27000	93000	
10	90000	90000	90000	90000	90000	90000	
11	87000	87000	87000	87000	87000	87000	
12	84000	84000	84000	84000	84000	84000	
13	81000	81000	81000	81000	81000	81000	
14	78000	78000	78000	78000	78000	78000	
15	75000	75000	75000	75000	75000	75000	
16	72000	72000	72000	72000	72000	72000	
17	69000	69000	69000	69000	69000	69000	
18	66000	66000	66000	66000	66000	66000	
19	63000	63000	63000	63000	63000	63000	
20	60000	60000	60000	60000	60000	60000	
21	57000	57000	57000	57000	57000	57000	
22	54000	54000	54000	54000	54000	54000	
23	51000	51000	51000	51000	51000	51000	
24	48000	48000	48000	48000	48000	48000	
25	45000	45000	45000	45000	45000	45000	
26	42000	42000	42000	42000	42000	42000	
27	39000	39000	39000	39000	39000	39000	
28	36000	36000	36000	36000	36000	36000	
29	33000	33000	33000	33000	33000	33000	
30	30000	30000	30000	30000	30000	30000	
31	27000	27000	27000	27000	27000	27000	
32	24000	24000	24000	24000	24000	24000	
33	45000	141000	21000	21000	21000	21000	
34	42000	138000	18000	18000	18000	18000	
35	39000	135000	15000	15000	15000	15000	
36	84000	132000	132000	132000	12000	12000	
37	81000	129000	129000	129000	9000	9000	
38	78000	126000	126000	126000	6000	6000	
39	75000	123000	123000	123000	3000	3000	
40	96000	240000	120000	120000	0	0	
41	117000	237000	117000	117000	117000	-3000	
42	114000	234000	114000	114000	114000	-6000	
43	135000	231000	111000	111000	231000	-9000	
44	156000	348000	108000	108000	228000	-12000	
45	153000	345000	105000	105000	225000	-15000	
46	174000	462000	102000	102000	222000	-18000	
47	171000	459000	99000	99000	219000	-21000	
48	192000	456000	96000	216000	216000	-24000	
49	213000	453000	93000	213000	213000	93000	
50	234000	570000	90000	210000	210000	90000	
51	231000	567000	87000	207000	207000	87000	
52	252000	564000	84000	204000	324000	84000	
53	273000	561000	201000	201000	321000	81000	
54	270000	558000	198000	198000	318000	78000	
55	291000	555000	195000	195000	315000	195000	
56	312000	552000	192000	312000	312000	192000	
57	333000	549000	189000	309000	309000	309000	
58	378000	546000	306000	426000	306000	306000	
59	399000	543000	303000	423000	423000	303000	
60	396000	540000	3e+05	420000	420000	3e+05	
61	441000	537000	297000	417000	537000	417000	
62	462000	534000	294000	414000	534000	534000	
63	483000	531000	411000	411000	531000	531000	
64	480000	528000	408000	408000	528000	528000	
65	477000	525000	405000	405000	525000	525000	
66	498000	522000	402000	522000	522000	522000	
67	495000	519000	399000	519000	519000	519000	
68	492000	516000	396000	516000	516000	516000	
69	489000	513000	393000	513000	513000	513000	
70	486000	510000	390000	510000	510000	510000	
71	483000	507000	387000	507000	507000	507000	
72	480000	504000	384000	504000	504000	504000	
73	477000	501000	381000	501000	501000	501000	
74	474000	498000	378000	498000	498000	498000	
75	471000	495000	375000	495000	495000	495000	
76	492000	492000	492000	492000	492000	492000	
77	513000	489000	489000	489000	609000	489000	
78	534000	486000	606000	486000	606000	486000	
79	531000	483000	603000	483000	603000	483000	
