envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
138	1626000	1386000	1506000	1746000	1746000	1746000	
139	1623000	1383000	1503000	1743000	1743000	1743000	
140	1644000	1380000	1500000	1860000	1740000	1740000	
141	1641000	1377000	1497000	1857000	1737000	1737000	
142	1638000	1374000	1494000	1854000	1734000	1734000	
143	1659000	1371000	1491000	1851000	1851000	1731000	
144	1680000	1368000	1608000	1848000	1848000	1728000	
145	1677000	1365000	1605000	1845000	1845000	1725000	
146	1674000	1362000	1602000	1842000	1842000	1722000	
147	1695000	1359000	1719000	1839000	1839000	1719000	
148	1692000	1356000	1716000	1836000	1836000	1716000	
149	1713000	1353000	1713000	1833000	1833000	1833000	
150	1710000	1350000	1710000	1830000	1830000	1830000	
151	1755000	1347000	1707000	1827000	1947000	1947000	
152	1752000	1344000	1704000	1824000	1944000	1944000	
153	1773000	1341000	1701000	1941000	1941000	1941000	
154	1770000	1338000	1698000	1938000	1938000	1938000	
155	1767000	1335000	1695000	1935000	1935000	1935000	
156	1764000	1332000	1692000	1932000	1932000	1932000	
157	1761000	1329000	1689000	1929000	1929000	1929000	
158	1782000	1326000	1806000	1926000	1926000	1926000	
159	1803000	1323000	1803000	2043000	1923000	1923000	
160	1800000	1320000	1800000	2040000	1920000	1920000	
161	1869000	1437000	1797000	2037000	2037000	2037000	
162	1914000	1554000	1914000	2034000	2034000	2034000	
163	1959000	1551000	2031000	2151000	2031000	2031000	
164	1956000	1548000	2028000	2148000	2028000	2028000	
165	1977000	1545000	2145000	2145000	2025000	2025000	
166	1998000	1542000	2262000	2142000	2022000	2022000	
167	2019000	1659000	2259000	2139000	2019000	2019000	
168	2016000	1656000	2256000	2136000	2016000	2016000	
169	2061000	1653000	2253000	2253000	2013000	2133000	
170	2058000	1650000	2250000	2250000	2010000	2130000	
171	2055000	1647000	2247000	2247000	2007000	2127000	
172	2100000	1764000	2244000	2244000	2124000	2124000	
173	2097000	1761000	2241000	2241000	2121000	2121000	
174	2142000	1758000	2358000	2238000	2238000	2118000	
175	2163000	1755000	2475000	2235000	2235000	2115000	
176	2184000	1872000	2472000	2232000	2232000	2112000	
177	2181000	1869000	2469000	2229000	2229000	2109000	
178	2202000	1866000	2466000	2226000	2346000	2106000	
179	2199000	1863000	2463000	2223000	2343000	2103000	
180	2196000	1860000	2460000	2220000	2340000	2100000	
181	2193000	1857000	2457000	2217000	2337000	2097000	
182	2190000	1854000	2454000	2214000	2334000	2094000	
183	2235000	1971000	2451000	2211000	2451000	2091000	
184	2256000	1968000	2448000	2328000	2448000	2088000	
185	2253000	1965000	2445000	2325000	2445000	2085000	
186	2250000	1962000	2442000	2322000	2442000	2082000	
187	2247000	1959000	2439000	2319000	2439000	2079000	
188	2244000	1956000	2436000	2316000	2436000	2076000	
189	2241000	1953000	2433000	2313000	2433000	2073000	
190	2238000	1950000	2430000	2310000	2430000	2070000	
191	2259000	2067000	2427000	2307000	2427000	2067000	
192	2280000	2064000	2544000	2304000	2424000	2064000	
193	2301000	2061000	2541000	2301000	2541000	2061000	
194	2346000	2058000	2658000	2298000	2538000	2178000	
195	2343000	2055000	2655000	2295000	2535000	2175000	
196	2388000	2052000	2772000	2412000	2532000	2172000	
197	2385000	2049000	2769000	2409000	2529000	2169000	
198	2382000	2046000	2766000	2406000	2526000	2166000	
199	2379000	2043000	2763000	2403000	2523000	2163000	
200	2400000	2040000	2880000	2400000	2520000	2160000	
201	2421000	2037000	2877000	2517000	2517000	2157000	
202	2442000	2154000	2874000	2514000	2514000	2154000	
203	2439000	2151000	2871000	2511000	2511000	2151000	
204	2460000	2268000	2868000	2508000	2508000	2148000	
205	2457000	2265000	2865000	2505000	2505000	2145000	
206	2478000	2382000	2862000	2502000	2502000	2142000	
207	2523000	2379000	2979000	2499000	2499000	2259000	
208	2568000	2496000	3096000	2496000	2496000	2256000	
209	2565000	2493000	3093000	2493000	2493000	2253000	
210	2610000	2610000	3090000	2490000	2610000	2250000	
211	2631000	2607000	3087000	2607000	2607000	2247000	
212	2652000	2724000	3084000	2604000	2604000	2244000	
213	2673000	2841000	3081000	2601000	2601000	2241000	
214	2718000	2958000	3198000	2598000	2598000	2238000	
215	2739000	2955000	3195000	2715000	2595000	2235000	
216	2736000	2952000	3192000	2712000	2592000	2232000	
217	2733000	2949000	3189000	2709000	2589000	2229000	
218	2730000	2946000	3186000	2706000	2586000	2226000	
219	2775000	3063000	3183000	2703000	2583000	2343000	
220	2796000	3060000	3180000	2700000	2580000	2460000	
221	2793000	3057000	3177000	2697000	2577000	2457000	
222	2814000	3054000	3294000	2694000	2574000	2454000	
223	2811000	3051000	3291000	2691000	2571000	2451000	
224	2832000	3048000	3288000	2808000	2568000	2448000	
225	2853000	3045000	3285000	2925000	2565000	2445000	
226	2898000	3042000	3402000	2922000	2562000	2562000	
227	2943000	3159000	3399000	2919000	2679000	2559000	
228	2964000	3156000	3516000	2916000	2676000	2556000	
229	2961000	3153000	3513000	2913000	2673000	2553000	
230	2958000	3150000	3510000	2910000	2670000	2550000	
231	2955000	3147000	3507000	2907000	2667000	2547000	
232	2976000	3264000	3504000	2904000	2664000	2544000	
233	2973000	3261000	3501000	2901000	2661000	2541000	
234	2994000	3258000	3498000	2898000	2778000	2538000	
235	3039000	3375000	3495000	2895000	2895000	2535000	
236	3060000	3372000	3492000	2892000	3012000	2532000	
237	3057000	3369000	3489000	2889000	3009000	2529000	
238	3054000	3366000	3486000	2886000	3006000	2526000	
239	3051000	3363000	3483000	2883000	3003000	2523000	
240	3096000	3360000	3480000	3e+06	3120000	2520000	
241	3093000	3357000	3477000	2997000	3117000	2517000	
242	3114000	3474000	3474000	2994000	3114000	2514000	
243	3111000	3471000	3471000	2991000	3111000	2511000	
244	3132000	3588000	3468000	2988000	3108000	2508000	
245	3153000	3585000	3585000	2985000	3105000	2505000	
246	3150000	3582000	3582000	2982000	3102000	2502000	
247	3195000	3579000	3699000	2979000	3099000	2619000	
248	3216000	3576000	3816000	2976000	3096000	2616000	
249	3213000	3573000	3813000	2973000	3093000	2613000	
250	3210000	3570000	3810000	2970000	3090000	2610000	
251	3231000	3567000	3807000	3087000	3087000	2607000	
252	3252000	3564000	3804000	3204000	3084000	2604000	
253	3249000	3561000	3801000	3201000	3081000	2601000	
254	3270000	3558000	3798000	3198000	3198000	2598000	
255	3315000	3555000	3795000	3315000	3195000	2715000	
256	3336000	3552000	3792000	3312000	3192000	2832000	
257	3333000	3549000	3789000	3309000	3189000	2829000	
258	3354000	3546000	3786000	3306000	3306000	2826000	
259	3351000	3543000	3783000	3303000	3303000	2823000	
260	3348000	3540000	3780000	3300000	3300000	2820000	
261	3369000	3537000	3897000	3297000	3297000	2817000	
262	3366000	3534000	3894000	3294000	3294000	2814000	
263	3387000	3531000	3891000	3291000	3291000	2931000	
264	3408000	3528000	3888000	3288000	3408000	2928000	
265	3429000	3525000	3885000	3285000	3525000	2925000	
266	3474000	3642000	4002000	3282000	3522000	2922000	
267	3495000	3759000	3999000	3279000	3519000	2919000	
268	3540000	3876000	3996000	3396000	3516000	2916000	
269	3561000	3873000	3993000	3393000	3513000	3033000	
270	3582000	3870000	3990000	3390000	3630000	3030000	
271	3627000	3867000	3987000	3387000	3747000	3147000	
272	3624000	3864000	3984000	3384000	3744000	3144000	
273	3669000	3981000	3981000	3501000	3741000	3141000	
274	3714000	4098000	3978000	3498000	3858000	3138000	
275	3711000	4095000	3975000	3495000	3855000	3135000	
276	3708000	4092000	3972000	3492000	3852000	3132000	
277	3729000	4209000	3969000	3489000	3849000	3129000	
278	3726000	4206000	3966000	3486000	3846000	3126000	
279	3771000	4203000	4083000	3483000	3843000	3243000	
280	3768000	4200000	4080000	3480000	3840000	3240000	
281	3765000	4197000	4077000	3477000	3837000	3237000	
282	3762000	4194000	4074000	3474000	3834000	3234000	
283	3759000	4191000	4071000	3471000	3831000	3231000	
284	3780000	4188000	4068000	3468000	3828000	3348000	
285	3801000	4185000	4065000	3585000	3825000	3345000	
286	3846000	4182000	4062000	3582000	3942000	3462000	
287	3843000	4179000	4059000	3579000	3939000	3459000	
288	3840000	4176000	4056000	3576000	3936000	3456000	
289	3861000	4173000	4173000	3573000	3933000	3453000	
290	3858000	4170000	4170000	3570000	3930000	3450000	
291	3879000	4167000	4167000	3687000	3927000	3447000	
292	3876000	4164000	4164000	3684000	3924000	3444000	
293	3921000	4161000	4161000	3681000	4041000	3561000	
294	3942000	4158000	4158000	3678000	4158000	3558000	
295	3963000	4155000	4155000	3675000	4155000	3675000	
296	4008000	4272000	4152000	3672000	4152000	3792000	
297	4005000	4269000	4149000	3669000	4149000	3789000	
298	4026000	4266000	4146000	3666000	4146000	3906000	
299	4047000	4263000	4263000	3663000	4143000	3903000	
300	4044000	4260000	4260000	3660000	4140000	3900000	
301	4065000	4257000	4377000	3657000	4137000	3897000	
302	4134000	4374000	4494000	3774000	4134000	3894000	
303	4131000	4371000	4491000	3771000	4131000	3891000	
304	4152000	4368000	4608000	3768000	4128000	3888000	
305	4149000	4365000	4605000	3765000	4125000	3885000	
306	4170000	4362000	4602000	3762000	4122000	4002000	
307	4239000	4359000	4599000	3879000	4239000	4119000	
308	4260000	4356000	4596000	3996000	4236000	4116000	
309	4257000	4353000	4593000	3993000	4233000	4113000	
310	4278000	4350000	4590000	4110000	4230000	4110000	
311	4275000	4347000	4587000	4107000	4227000	4107000	
312	4272000	4344000	4584000	4104000	4224000	4104000	
313	4269000	4341000	4581000	4101000	4221000	4101000	
314	4290000	4458000	4578000	4098000	4218000	4098000	
315	4287000	4455000	4575000	4095000	4215000	4095000	
316	4284000	4452000	4572000	4092000	4212000	4092000	
317	4281000	4449000	4569000	4089000	4209000	4089000	
318	4278000	4446000	4566000	4086000	4206000	4086000	
319	4323000	4443000	4563000	4203000	4323000	4083000	
320	4344000	4440000	4560000	4200000	4440000	4080000	
321	4389000	4557000	4677000	4197000	4437000	4077000	
322	4410000	4554000	4674000	4194000	4434000	4194000	
323	4431000	4551000	4791000	4191000	4431000	4191000	
324	4452000	4548000	4788000	4188000	4428000	4308000	
325	4449000	4545000	4785000	4185000	4425000	4305000	
326	4518000	4662000	4782000	4302000	4422000	4422000	
327	4539000	4659000	4899000	4299000	4419000	4419000	
328	4560000	4656000	4896000	4296000	4536000	4416000	
329	4581000	4653000	4893000	4293000	4653000	4413000	
330	4602000	4770000	4890000	4290000	4650000	4410000	
331	4623000	4767000	4887000	4407000	4647000	4407000	
332	4644000	4764000	5004000	4404000	4644000	4404000	
333	4641000	4761000	5001000	4401000	4641000	4401000	
334	4638000	4758000	4998000	4398000	4638000	4398000	
335	4635000	4755000	4995000	4395000	4635000	4395000	
336	4656000	4752000	4992000	4392000	4752000	4392000	
337	4653000	4749000	4989000	4389000	4749000	4389000	
338	4650000	4746000	4986000	4386000	4746000	4386000	
339	4647000	4743000	4983000	4383000	4743000	4383000	
340	4692000	4860000	4980000	4380000	4860000	4380000	
341	4737000	4857000	5097000	4377000	4977000	4377000	
342	4734000	4854000	5094000	4374000	4974000	4374000	
343	4779000	4971000	5091000	4491000	4971000	4371000	
344	4776000	4968000	5088000	4488000	4968000	4368000	
345	4773000	4965000	5085000	4485000	4965000	4365000	
346	4818000	5082000	5082000	4482000	5082000	4362000	
347	4815000	5079000	5079000	4479000	5079000	4359000	
348	4812000	5076000	5076000	4476000	5076000	4356000	
349	4857000	5193000	5073000	4473000	5193000	4353000	
350	4854000	5190000	5070000	4470000	5190000	4350000	
351	4875000	5187000	5067000	4467000	5307000	4347000	
352	4896000	5184000	5064000	4464000	5304000	4464000	
353	4893000	5181000	5061000	4461000	5301000	4461000	
354	4914000	5178000	5058000	4458000	5298000	4578000	
355	4935000	5175000	5055000	4455000	5295000	4695000	
356	4956000	5172000	5052000	4452000	5292000	4812000	
357	5025000	5289000	5049000	4569000	5289000	4929000	
358	5070000	5286000	5166000	4566000	5286000	5046000	
359	5067000	5283000	5163000	4563000	5283000	5043000	
360	5064000	5280000	5160000	4560000	5280000	5040000	
361	5085000	5277000	5157000	4677000	5277000	5037000	
362	5106000	5394000	5154000	4674000	5274000	5034000	
363	5151000	5391000	5151000	4791000	5271000	5151000	
364	5148000	5388000	5148000	4788000	5268000	5148000	
365	5193000	5505000	5265000	4785000	5265000	5145000	
366	5190000	5502000	5262000	4782000	5262000	5142000	
367	5211000	5499000	5259000	4779000	5259000	5259000	
368	5208000	5496000	5256000	4776000	5256000	5256000	
369	5229000	5493000	5253000	4773000	5253000	5373000	
370	5250000	5490000	5370000	4770000	5250000	5370000	
371	5271000	5487000	5367000	4887000	5247000	5367000	
372	5292000	5484000	5364000	5004000	5244000	5364000	
373	5289000	5481000	5361000	5001000	5241000	5361000	
374	5310000	5478000	5358000	4998000	5358000	5358000	
375	5355000	5475000	5355000	5115000	5355000	5475000	
376	5352000	5472000	5352000	5112000	5352000	5472000	
377	5349000	5469000	5349000	5109000	5349000	5469000	
378	5370000	5466000	5346000	5106000	5346000	5586000	
379	5439000	5463000	5343000	5223000	5463000	5703000	
380	5436000	5460000	5340000	5220000	5460000	5700000	
381	5457000	5457000	5337000	5337000	5457000	5697000	
382	5526000	5454000	5454000	5454000	5454000	5814000	
383	5523000	5451000	5451000	5451000	5451000	5811000	
384	5520000	5448000	5448000	5448000	5448000	5808000	
385	5613000	5565000	5565000	5445000	5565000	5925000	
386	5610000	5562000	5562000	5442000	5562000	5922000	
387	5607000	5559000	5559000	5439000	5559000	5919000	
388	5628000	5676000	5556000	5436000	5556000	5916000	
389	5649000	5673000	5553000	5553000	5553000	5913000	
390	5670000	5670000	5550000	5670000	5550000	5910000	
391	5667000	5667000	5547000	5667000	5547000	5907000	
392	5664000	5664000	5544000	5664000	5544000	5904000	
393	5685000	5661000	5661000	5661000	5541000	5901000	
394	5682000	5658000	5658000	5658000	5538000	5898000	
395	5703000	5775000	5655000	5655000	5535000	5895000	
396	5700000	5772000	5652000	5652000	5532000	5892000	
397	5721000	5769000	5649000	5649000	5649000	5889000	
398	5718000	5766000	5646000	5646000	5646000	5886000	
399	5763000	5883000	5763000	5643000	5643000	5883000	
400	5808000	6e+06	5760000	5640000	5760000	5880000	
401	5805000	5997000	5757000	5637000	5757000	5877000	
402	5802000	5994000	5754000	5634000	5754000	5874000	
403	5823000	5991000	5871000	5631000	5751000	5871000	
404	5868000	5988000	5988000	5748000	5748000	5868000	
405	5889000	5985000	6105000	5745000	5745000	5865000	
406	5910000	5982000	6102000	5862000	5742000	5862000	
407	5907000	5979000	6099000	5859000	5739000	5859000	
408	5904000	5976000	6096000	5856000	5736000	5856000	
409	5901000	5973000	6093000	5853000	5733000	5853000	
410	5922000	6090000	6090000	5850000	5730000	5850000	
411	5943000	6087000	6087000	5967000	5727000	5847000	
412	5964000	6084000	6084000	5964000	5844000	5844000	
413	5961000	6081000	6081000	5961000	5841000	5841000	
414	6006000	6078000	6078000	6078000	5838000	5958000	
415	6003000	6075000	6075000	6075000	5835000	5955000	
416	6024000	6072000	6192000	6072000	5832000	5952000	
417	6021000	6069000	6189000	6069000	5829000	5949000	
418	6018000	6066000	6186000	6066000	5826000	5946000	
419	6015000	6063000	6183000	6063000	5823000	5943000	
420	6036000	6060000	6180000	6060000	5820000	6060000	
421	6033000	6057000	6177000	6057000	5817000	6057000	
422	6054000	6054000	6174000	6174000	5814000	6054000	
423	6075000	6051000	6171000	6171000	5811000	6171000	
424	6072000	6048000	6168000	6168000	5808000	6168000	
425	6117000	6165000	6165000	6165000	5925000	6165000	
426	6114000	6162000	6162000	6162000	5922000	6162000	
427	6135000	6279000	6159000	6159000	5919000	6159000	
428	6204000	6396000	6276000	6276000	5916000	6156000	
429	6225000	6393000	6273000	6273000	5913000	6273000	
430	6246000	6390000	6270000	6270000	6030000	6270000	
431	6267000	6507000	6267000	6267000	6027000	6267000	
432	6288000	6504000	6384000	6264000	6024000	6264000	
433	6285000	6501000	6381000	6261000	6021000	6261000	
434	6306000	6498000	6378000	6378000	6018000	6258000	
435	6351000	6615000	6495000	6375000	6015000	6255000	
436	6372000	6612000	6612000	6372000	6012000	6252000	
437	6393000	6609000	6609000	6489000	6009000	6249000	
438	6414000	6606000	6606000	6606000	6006000	6246000	
439	6411000	6603000	6603000	6603000	6003000	6243000	
440	6456000	6720000	6720000	6600000	6e+06	6240000	
441	6477000	6717000	6837000	6597000	5997000	6237000	
442	6498000	6714000	6954000	6594000	5994000	6234000	
443	6567000	6711000	7071000	6591000	6111000	6351000	
444	6564000	6708000	7068000	6588000	6108000	6348000	
445	6561000	6705000	7065000	6585000	6105000	6345000	
446	6606000	6822000	7062000	6582000	6222000	6342000	
447	6627000	6819000	7059000	6579000	6219000	6459000	
448	6648000	6816000	7056000	6576000	6216000	6576000	
449	6645000	6813000	7053000	6573000	6213000	6573000	
450	6666000	6810000	7050000	6570000	6330000	6570000	
451	6687000	6807000	7167000	6567000	6327000	6567000	
452	6804000	6924000	7284000	6684000	6444000	6684000	
453	6801000	6921000	7281000	6681000	6441000	6681000	
454	6798000	6918000	7278000	6678000	6438000	6678000	
455	6867000	7035000	7275000	6795000	6555000	6675000	
456	6888000	7032000	7392000	6792000	6552000	6672000	
457	6909000	7029000	7389000	6789000	6549000	6789000	
458	6954000	7146000	7386000	6786000	6546000	6906000	
459	6975000	7143000	7383000	6783000	6663000	6903000	
460	6972000	7140000	7380000	6780000	6660000	6900000	
461	7017000	7257000	7497000	6777000	6657000	6897000	
462	7038000	7374000	7494000	6774000	6654000	6894000	
463	7035000	7371000	7491000	6771000	6651000	6891000	
464	7032000	7368000	7488000	6768000	6648000	6888000	
465	7053000	7365000	7485000	6765000	6645000	7005000	
466	7050000	7362000	7482000	6762000	6642000	7002000	
467	7071000	7359000	7479000	6879000	6639000	6999000	
468	7068000	7356000	7476000	6876000	6636000	6996000	
469	7065000	7353000	7473000	6873000	6633000	6993000	
470	7062000	7350000	7470000	6870000	6630000	6990000	
471	7107000	7347000	7587000	6987000	6627000	6987000	
472	7104000	7344000	7584000	6984000	6624000	6984000	
473	7149000	7341000	7581000	7101000	6741000	6981000	
474	7170000	7338000	7578000	7218000	6738000	6978000	
475	7167000	7335000	7575000	7215000	6735000	6975000	
476	7188000	7332000	7692000	7212000	6732000	6972000	
477	7209000	7329000	7809000	7209000	6729000	6969000	
478	7206000	7326000	7806000	7206000	6726000	6966000	
479	7227000	7323000	7803000	7323000	6723000	6963000	
480	7248000	7320000	7800000	7320000	6720000	7080000	
481	7245000	7317000	7797000	7317000	6717000	7077000	
482	7242000	7314000	7794000	7314000	6714000	7074000	
483	7239000	7311000	7791000	7311000	6711000	7071000	
484	7236000	7308000	7788000	7308000	6708000	7068000	
485	7257000	7305000	7785000	7425000	6705000	7065000	
486	7254000	7302000	7782000	7422000	6702000	7062000	
487	7251000	7299000	7779000	7419000	6699000	7059000	
488	7296000	7296000	7776000	7416000	6816000	7176000	
489	7293000	7293000	7773000	7413000	6813000	7173000	
490	7290000	7290000	7770000	7410000	6810000	7170000	
491	7311000	7287000	7887000	7407000	6807000	7167000	
492	7308000	7284000	7884000	7404000	6804000	7164000	
493	7329000	7281000	7881000	7521000	6801000	7161000	
494	7326000	7278000	7878000	7518000	6798000	7158000	
495	7323000	7275000	7875000	7515000	6795000	7155000	
496	7344000	7392000	7872000	7512000	6792000	7152000	
497	7365000	7389000	7869000	7629000	6789000	7149000	
498	7362000	7386000	7866000	7626000	6786000	7146000	
499	7359000	7383000	7863000	7623000	6783000	7143000	
500	7404000	7380000	7860000	7740000	6900000	7140000	
501	7425000	7377000	7977000	7737000	6897000	7137000	
502	7446000	7494000	7974000	7734000	6894000	7134000	
503	7467000	7491000	7971000	7851000	6891000	7131000	
504	7488000	7608000	7968000	7848000	6888000	7128000	
505	7485000	7605000	7965000	7845000	6885000	7125000	
506	7482000	7602000	7962000	7842000	6882000	7122000	
507	7503000	7599000	7959000	7959000	6879000	7119000	
508	7500000	7596000	7956000	7956000	6876000	7116000	
509	7497000	7593000	7953000	7953000	6873000	7113000	
510	7542000	7590000	8070000	7950000	6870000	7230000	
511	7539000	7587000	8067000	7947000	6867000	7227000	
512	7560000	7704000	8064000	7944000	6864000	7224000	
513	7581000	7701000	8061000	8061000	6861000	7221000	
514	7602000	7818000	8058000	8058000	6858000	7218000	
515	7599000	7815000	8055000	8055000	6855000	7215000	
516	7620000	7812000	8172000	8052000	6852000	7212000	
517	7641000	7809000	8169000	8049000	6849000	7329000	
518	7638000	7806000	8166000	8046000	6846000	7326000	
519	7659000	7803000	8163000	8043000	6963000	7323000	
520	7704000	7800000	8160000	8040000	7080000	7440000	
521	7725000	7797000	8157000	8037000	7197000	7437000	
522	7722000	7794000	8154000	8034000	7194000	7434000	
523	7719000	7791000	8151000	8031000	7191000	7431000	
524	7716000	7788000	8148000	8028000	7188000	7428000	
525	7737000	7785000	8145000	8145000	7185000	7425000	
526	7758000	7782000	8142000	8142000	7302000	7422000	
527	7779000	7779000	8259000	8139000	7299000	7419000	
528	7800000	7896000	8256000	8136000	7296000	7416000	
529	7845000	8013000	8253000	8133000	7413000	7413000	
530	7890000	8010000	8250000	8130000	7530000	7530000	
531	7911000	8007000	8247000	8127000	7527000	7647000	
532	7932000	8004000	8244000	8124000	7644000	7644000	
533	7953000	8121000	8241000	8121000	7641000	7641000	
534	7950000	8118000	8238000	8118000	7638000	7638000	
535	7971000	8115000	8235000	8115000	7755000	7635000	
