envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
286	3750000	3582000	4182000	3822000	3702000	3462000	
287	3771000	3579000	4179000	3819000	3699000	3579000	
288	3792000	3576000	4176000	3816000	3816000	3576000	
289	3789000	3573000	4173000	3813000	3813000	3573000	
290	3834000	3570000	4170000	3810000	3930000	3690000	
291	3831000	3567000	4167000	3807000	3927000	3687000	
292	3852000	3684000	4164000	3804000	3924000	3684000	
293	3849000	3681000	4161000	3801000	3921000	3681000	
294	3846000	3678000	4158000	3798000	3918000	3678000	
295	3867000	3675000	4155000	3795000	3915000	3795000	
296	3936000	3792000	4152000	3912000	4032000	3792000	
297	3957000	3909000	4149000	3909000	4029000	3789000	
298	3978000	3906000	4266000	3906000	4026000	3786000	
299	3999000	3903000	4383000	3903000	4023000	3783000	
300	3996000	3900000	4380000	3900000	4020000	3780000	
301	4041000	4017000	4377000	4017000	4017000	3777000	
302	4086000	4014000	4374000	4014000	4134000	3894000	
303	4083000	4011000	4371000	4011000	4131000	3891000	
304	4104000	4008000	4368000	4008000	4248000	3888000	
305	4149000	4005000	4365000	4125000	4245000	4005000	
306	4194000	4122000	4362000	4242000	4242000	4002000	
307	4215000	4119000	4359000	4359000	4239000	3999000	
308	4236000	4116000	4356000	4356000	4236000	4116000	
309	4257000	4113000	4353000	4473000	4233000	4113000	
310	4254000	4110000	4350000	4470000	4230000	4110000	
311	4275000	4107000	4347000	4467000	4347000	4107000	
312	4296000	4104000	4344000	4464000	4464000	4104000	
313	4341000	4221000	4341000	4461000	4461000	4221000	
314	4338000	4218000	4338000	4458000	4458000	4218000	
315	4359000	4215000	4335000	4575000	4455000	4215000	
316	4356000	4212000	4332000	4572000	4452000	4212000	
317	4353000	4209000	4329000	4569000	4449000	4209000	
318	4374000	4206000	4446000	4566000	4446000	4206000	
319	4395000	4203000	4563000	4563000	4443000	4203000	
320	4416000	4320000	4560000	4560000	4440000	4200000	
321	4461000	4317000	4677000	4557000	4557000	4197000	
322	4458000	4314000	4674000	4554000	4554000	4194000	
323	4455000	4311000	4671000	4551000	4551000	4191000	
324	4500000	4308000	4668000	4668000	4548000	4308000	
325	4569000	4425000	4785000	4665000	4545000	4425000	
326	4566000	4422000	4782000	4662000	4542000	4422000	
327	4635000	4419000	4779000	4779000	4659000	4539000	
328	4656000	4416000	4776000	4776000	4656000	4656000	
329	4653000	4413000	4773000	4773000	4653000	4653000	
